weekend_of,run_id,snapshot_time,snapshot_bucket,show_date,day_of_week,theatre_name,theatre_city,timezone,movie_title,showtime,showtime_id,minutes_until_showtime,auditorium_name,auditorium_type,total_seats,reserved_seats,available_seats,occupancy_pct,delta_reserved_since_previous,amc_seat_map_url,notes
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.041079+00:00,2026-07-31T18:00Z,2026-08-02,Sunday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,9:00pm,144279234,3445,,Dolby Cinema at AMC,152,114,38,75,,https://www.amctheatres.com/showtimes/144279234/seats,Dolby Cinema at AMC @ 9:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.041079+00:00,2026-07-31T18:00Z,2026-08-02,Sunday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,11:30am,144279405,2875,,RealD 3D,185,31,154,16.8,,https://www.amctheatres.com/showtimes/144279405/seats,RealD 3D @ 11:30am (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.041079+00:00,2026-07-31T18:00Z,2026-08-02,Sunday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,12:50pm,145535268,2955,,Open Caption (On-screen Subtitles),134,41,93,30.6,,https://www.amctheatres.com/showtimes/145535268/seats,Open Caption (On-screen Subtitles) @ 12:50pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,8:15pm,144279226,1959,,Dolby Cinema at AMC,152,135,17,88.8,,https://www.amctheatres.com/showtimes/144279226/seats,Dolby Cinema at AMC @ 8:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,4:30pm,144279225,1734,,Dolby Cinema at AMC,152,135,17,88.8,,https://www.amctheatres.com/showtimes/144279225/seats,Dolby Cinema at AMC @ 4:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,12:45pm,144279224,1509,,Dolby Cinema at AMC,152,143,9,94.1,,https://www.amctheatres.com/showtimes/144279224/seats,Dolby Cinema at AMC @ 12:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,10:15pm,144531599,2080,,XL at AMC,273,100,173,36.6,,https://www.amctheatres.com/showtimes/144531599/seats,XL at AMC @ 10:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,9:00pm,144279315,2004,,XL at AMC,273,168,105,61.5,,https://www.amctheatres.com/showtimes/144279315/seats,XL at AMC @ 9:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,6:30pm,144531598,1854,,XL at AMC,273,168,105,61.5,,https://www.amctheatres.com/showtimes/144531598/seats,XL at AMC @ 6:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,5:15pm,144279314,1779,,XL at AMC,273,175,98,64.1,,https://www.amctheatres.com/showtimes/144279314/seats,XL at AMC @ 5:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,2:45pm,144531597,1629,,XL at AMC,273,170,103,62.3,,https://www.amctheatres.com/showtimes/144531597/seats,XL at AMC @ 2:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,1:30pm,144279313,1554,,XL at AMC,273,165,108,60.4,,https://www.amctheatres.com/showtimes/144279313/seats,XL at AMC @ 1:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,11:00am,144531596,1404,,XL at AMC,273,170,103,62.3,,https://www.amctheatres.com/showtimes/144531596/seats,XL at AMC @ 11:00am (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,10:45pm,145501614,2110,,Laser at AMC,185,16,169,8.6,,https://www.amctheatres.com/showtimes/145501614/seats,Laser at AMC @ 10:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,9:45pm,144279327,2050,,Laser at AMC,186,87,99,46.8,,https://www.amctheatres.com/showtimes/144279327/seats,Laser at AMC @ 9:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,7:45pm,145535217,1929,,Laser at AMC,134,75,59,56,,https://www.amctheatres.com/showtimes/145535217/seats,Laser at AMC @ 7:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,7:15pm,145535321,1899,,Laser at AMC,110,59,51,53.6,,https://www.amctheatres.com/showtimes/145535321/seats,Laser at AMC @ 7:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,7:00pm,145501613,1884,,Laser at AMC,185,104,81,56.2,,https://www.amctheatres.com/showtimes/145501613/seats,Laser at AMC @ 7:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,6:00pm,144279326,1824,,Laser at AMC,186,111,75,59.7,,https://www.amctheatres.com/showtimes/144279326/seats,Laser at AMC @ 6:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,3:30pm,145535315,1674,,Laser at AMC,110,69,41,62.7,,https://www.amctheatres.com/showtimes/145535315/seats,Laser at AMC @ 3:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,3:15pm,145501615,1659,,Laser at AMC,185,100,85,54.1,,https://www.amctheatres.com/showtimes/145501615/seats,Laser at AMC @ 3:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,2:15pm,144279325,1599,,Laser at AMC,186,106,80,57,,https://www.amctheatres.com/showtimes/144279325/seats,Laser at AMC @ 2:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,11:30am,145501616,1434,,Laser at AMC,185,97,88,52.4,,https://www.amctheatres.com/showtimes/145501616/seats,Laser at AMC @ 11:30am (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,10:30am,144279324,1374,,Laser at AMC,186,97,89,52.2,,https://www.amctheatres.com/showtimes/144279324/seats,Laser at AMC @ 10:30am (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,8:45pm,145535028,1989,,RealD 3D,185,16,169,8.6,,https://www.amctheatres.com/showtimes/145535028/seats,RealD 3D @ 8:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,8:00pm,145535270,1944,,RealD 3D,134,27,107,20.1,,https://www.amctheatres.com/showtimes/145535270/seats,RealD 3D @ 8:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,7:30pm,144279414,1914,,RealD 3D,185,67,118,36.2,,https://www.amctheatres.com/showtimes/144279414/seats,RealD 3D @ 7:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,5:00pm,145535032,1764,,RealD 3D,185,25,160,13.5,,https://www.amctheatres.com/showtimes/145535032/seats,RealD 3D @ 5:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,4:15pm,145535271,1719,,RealD 3D,134,11,123,8.2,,https://www.amctheatres.com/showtimes/145535271/seats,RealD 3D @ 4:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,3:45pm,144279413,1689,,RealD 3D,185,61,124,33,,https://www.amctheatres.com/showtimes/144279413/seats,RealD 3D @ 3:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,1:15pm,145535034,1539,,RealD 3D,185,55,130,29.7,,https://www.amctheatres.com/showtimes/145535034/seats,RealD 3D @ 1:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,12:00pm,144279412,1464,,RealD 3D,185,21,164,11.4,,https://www.amctheatres.com/showtimes/144279412/seats,RealD 3D @ 12:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.046443+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC Santa Anita 16,,PT,Spider-Man: Brand New Day,12:50pm,145535272,1515,,Open Caption (On-screen Subtitles),134,44,90,32.8,,https://www.amctheatres.com/showtimes/145535272/seats,Open Caption (On-screen Subtitles) @ 12:50pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,10:30pm,144087056,2095,,Dolby Cinema at AMC,151,123,28,81.5,,https://www.amctheatres.com/showtimes/144087056/seats,Dolby Cinema at AMC @ 10:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,7:00pm,144087053,1884,,Dolby Cinema at AMC,151,137,14,90.7,,https://www.amctheatres.com/showtimes/144087053/seats,Dolby Cinema at AMC @ 7:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,3:30pm,144087054,1674,,Dolby Cinema at AMC,151,138,13,91.4,,https://www.amctheatres.com/showtimes/144087054/seats,Dolby Cinema at AMC @ 3:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,12:00pm,144087055,1464,,Dolby Cinema at AMC,151,133,18,88.1,,https://www.amctheatres.com/showtimes/144087055/seats,Dolby Cinema at AMC @ 12:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,10:45pm,144933956,2110,,RealD 3D,48,5,43,10.4,,https://www.amctheatres.com/showtimes/144933956/seats,RealD 3D @ 10:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,9:45pm,144530983,2050,,RealD 3D,67,16,51,23.9,,https://www.amctheatres.com/showtimes/144530983/seats,RealD 3D @ 9:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,8:00pm,144087012,1944,,RealD 3D,67,39,28,58.2,,https://www.amctheatres.com/showtimes/144087012/seats,RealD 3D @ 8:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,7:15pm,144933968,1899,,RealD 3D,48,22,26,45.8,,https://www.amctheatres.com/showtimes/144933968/seats,RealD 3D @ 7:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,6:15pm,144530984,1839,,RealD 3D,67,32,35,47.8,,https://www.amctheatres.com/showtimes/144530984/seats,RealD 3D @ 6:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,4:30pm,144087013,1734,,RealD 3D,67,33,34,49.3,,https://www.amctheatres.com/showtimes/144087013/seats,RealD 3D @ 4:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,3:45pm,144933953,1689,,RealD 3D,48,8,40,16.7,,https://www.amctheatres.com/showtimes/144933953/seats,RealD 3D @ 3:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,2:45pm,144530985,1629,,RealD 3D,67,20,47,29.9,,https://www.amctheatres.com/showtimes/144530985/seats,RealD 3D @ 2:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260731-113546-d02a23,2026-07-31T18:35:52.045518+00:00,2026-07-31T18:00Z,2026-08-01,Saturday,AMC River Park Square 20,,PT,Spider-Man: Brand New Day,1:00pm,144087014,1524,,RealD 3D,67,23,44,34.3,,https://www.amctheatres.com/showtimes/144087014/seats,RealD 3D @ 1:00pm (saved link); showtime_window=sat-sun-10-23-v1
